responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,CORRELATION
sr24,A1PRVVISZ1C6CQ,survey1,q_157_2,Please say both words aloud. Which one would you say?,27,comp_159_3,probably universe-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_137_2,Please say both words aloud. Which one would you say?,34,comp_137_3,definitely commandment-licious,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_333_2,Please say both words aloud. Which one would you say?,10,comp_335_3,probably eleven-athon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_117_2,Please say both words aloud. Which one would you say?,47,comp_117_3,definitely meditation-licious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_373_2,Please say both words aloud. Which one would you say?,2,comp_373_3,definitely banana-thon,0,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_245_2,Please say both words aloud. Which one would you say?,8,comp_246_3,probably marine-thon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_181_2,Please say both words aloud. Which one would you say?,15,comp_184_3,definitely banana-alicious,3,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_265_2,Please say both words aloud. Which one would you say?,51,comp_266_3,probably patrick-thon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_205_2,Please say both words aloud. Which one would you say?,38,comp_205_3,definitely stampede-thon,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_57_2,Please say both words aloud. Which one would you say?,96,comp_57_3,definitely decade-licious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_189_2,Please say both words aloud. Which one would you say?,53,comp_190_3,probably placebo-licious,2,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_37_2,Please say both words aloud. Which one would you say?,31,comp_40_3,definitely grenade-alicious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_17_2,Please say both words aloud. Which one would you say?,6,comp_20_3,definitely berlin-alicious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_101_2,Please say both words aloud. Which one would you say?,95,comp_102_3,probably drama-licious,1,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_325_2,Please say both words aloud. Which one would you say?,35,comp_328_3,definitely detective-athon,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_121_2,Please say both words aloud. Which one would you say?,93,comp_123_3,probably penicillin-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_41_2,Please say both words aloud. Which one would you say?,22,comp_43_3,probably balloon-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_109_2,Please say both words aloud. Which one would you say?,83,comp_109_3,definitely affidavit-licious,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_229_2,Please say both words aloud. Which one would you say?,30,comp_230_3,probably grenade-thon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_297_2,Please say both words aloud. Which one would you say?,54,comp_299_3,probably anesthetic-athon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_225_2,Please say both words aloud. Which one would you say?,87,comp_228_3,definitely estate-athon,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_21_2,Please say both words aloud. Which one would you say?,67,comp_23_3,probably typhoon-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_61_2,Please say both words aloud. Which one would you say?,69,comp_63_3,probably secret-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_293_2,Please say both words aloud. Which one would you say?,3,comp_293_3,definitely drama-thon,3,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_2_2,What is your age?,1,comp_3_3,26-35,3,
sr24,A1PRVVISZ1C6CQ,survey1,q_133_2,Please say both words aloud. Which one would you say?,46,comp_135_3,probably detective-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_53_2,Please say both words aloud. Which one would you say?,24,comp_53_3,definitely marine-licious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_201_2,Please say both words aloud. Which one would you say?,55,comp_203_3,probably corvette-athon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_197_2,Please say both words aloud. Which one would you say?,89,comp_198_3,probably miami-licious,2,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_13_2,Please say both words aloud. Which one would you say?,57,comp_13_3,definitely stampede-licious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_49_2,Please say both words aloud. Which one would you say?,71,comp_49_3,definitely cologne-licious,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_221_2,Please say both words aloud. Which one would you say?,14,comp_223_3,probably cayenne-athon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_241_2,Please say both words aloud. Which one would you say?,50,comp_244_3,definitely cologne-athon,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_45_2,Please say both words aloud. Which one would you say?,21,comp_47_3,probably japan-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_365_2,Please say both words aloud. Which one would you say?,32,comp_366_3,probably antidote-thon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_-1_-1,"Its Quit good, but quit tuf too. Nice task, Keep it up.",-1,comp_-1_-1,"Its Quit good, but quit tuf too. Nice task, Keep it up.",-1,
sr24,A1PRVVISZ1C6CQ,survey1,q_337_2,Please say both words aloud. Which one would you say?,52,comp_337_3,definitely opinion-thon,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_361_2,Please say both words aloud. Which one would you say?,70,comp_363_3,probably nicotine-athon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_377_2,Please say both words aloud. Which one would you say?,97,comp_378_3,probably korea-thon,1,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_317_2,Please say both words aloud. Which one would you say?,37,comp_318_3,probably coliseum-thon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_237_2,Please say both words aloud. Which one would you say?,5,comp_239_3,probably japan-athon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_261_2,Please say both words aloud. Which one would you say?,56,comp_261_3,definitely office-thon,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_269_2,Please say both words aloud. Which one would you say?,43,comp_269_3,definitely omelet-thon,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_309_2,Please say both words aloud. Which one would you say?,36,comp_310_3,probably meditation-thon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_177_2,Please say both words aloud. Which one would you say?,91,comp_178_3,probably antenna-licious,2,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_301_2,Please say both words aloud. Which one would you say?,7,comp_301_3,definitely affidavit-thon,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_321_2,Please say both words aloud. Which one would you say?,44,comp_322_3,probably ceramic-thon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_357_2,Please say both words aloud. Which one would you say?,73,comp_359_3,probably valentine-athon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_125_2,Please say both words aloud. Which one would you say?,62,comp_127_3,probably coliseum-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_289_2,Please say both words aloud. Which one would you say?,77,comp_290_3,probably cuba-thon,2,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_285_2,Please say both words aloud. Which one would you say?,59,comp_287_3,probably china-athon,1,schwa
sr24,A1PRVVISZ1C6CQ,survey1,q_81_2,Please say both words aloud. Which one would you say?,80,comp_82_3,probably chili-licious,2,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_281_2,Please say both words aloud. Which one would you say?,82,comp_283_3,probably hero-athon,1,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_85_2,Please say both words aloud. Which one would you say?,63,comp_88_3,definitely mayo-alicious,3,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_349_2,Please say both words aloud. Which one would you say?,64,comp_352_3,definitely universe-athon,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_141_2,Please say both words aloud. Which one would you say?,72,comp_143_3,probably eleven-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_149_2,Please say both words aloud. Which one would you say?,39,comp_152_3,definitely asylum-alicious,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_345_2,Please say both words aloud. Which one would you say?,20,comp_348_3,definitely silverware-athon,0,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_89_2,Please say both words aloud. Which one would you say?,4,comp_91_3,probably hero-alicious,1,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_313_2,Please say both words aloud. Which one would you say?,48,comp_314_3,probably penicillin-thon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_69_2,Please say both words aloud. Which one would you say?,49,comp_71_3,probably office-alicious,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_213_2,Please say both words aloud. Which one would you say?,33,comp_214_3,probably typhoon-thon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_233_2,Please say both words aloud. Which one would you say?,13,comp_235_3,probably balloon-athon,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_129_2,Please say both words aloud. Which one would you say?,45,comp_131_3,probably ceramic-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr24,A1PRVVISZ1C6CQ,survey1,q_29_2,Please say both words aloud. Which one would you say?,85,comp_31_3,probably cayenne-alicious,1,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_9_2,Please say both words aloud. Which one would you say?,81,comp_12_3,definitely corvette-alicious,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_305_2,Please say both words aloud. Which one would you say?,25,comp_306_3,probably orthodonist-thon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_173_2,Please say both words aloud. Which one would you say?,75,comp_176_3,definitely antidote-alicious,3,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_253_2,Please say both words aloud. Which one would you say?,60,comp_255_3,probably secret-athon,2,consonant
sr24,A1PRVVISZ1C6CQ,survey1,q_385_2,Please say both words aloud. Which one would you say?,88,comp_386_3,probably spaghetti-thon,1,vowel
sr24,A1PRVVISZ1C6CQ,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr27,A1JU4RR14AF0GH,survey1,q_381_2,Please say both words aloud. Which one would you say?,3,comp_382_3,probably placebo-thon,2,vowel
sr27,A1JU4RR14AF0GH,survey1,q_113_2,Please say both words aloud. Which one would you say?,73,comp_116_3,definitely orthodonist-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_77_2,Please say both words aloud. Which one would you say?,23,comp_80_3,definitely omelet-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_369_2,Please say both words aloud. Which one would you say?,71,comp_369_3,definitely antenna-thon,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_133_2,Please say both words aloud. Which one would you say?,96,comp_136_3,definitely detective-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_289_2,Please say both words aloud. Which one would you say?,85,comp_289_3,definitely cuba-thon,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_389_2,Please say both words aloud. Which one would you say?,60,comp_389_3,definitely miami-thon,3,vowel
sr27,A1JU4RR14AF0GH,survey1,q_153_2,Please say both words aloud. Which one would you say?,94,comp_156_3,definitely silverware-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_53_2,Please say both words aloud. Which one would you say?,34,comp_55_3,probably marine-alicious,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_73_2,Please say both words aloud. Which one would you say?,49,comp_76_3,definitely patrick-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_157_2,Please say both words aloud. Which one would you say?,14,comp_160_3,definitely universe-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_285_2,Please say both words aloud. Which one would you say?,69,comp_285_3,definitely china-thon,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_201_2,Please say both words aloud. Which one would you say?,59,comp_204_3,definitely corvette-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_197_2,Please say both words aloud. Which one would you say?,82,comp_197_3,definitely miami-licious,3,vowel
sr27,A1JU4RR14AF0GH,survey1,q_13_2,Please say both words aloud. Which one would you say?,93,comp_16_3,definitely stampede-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_137_2,Please say both words aloud. Which one would you say?,75,comp_140_3,definitely commandment-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_81_2,Please say both words aloud. Which one would you say?,38,comp_83_3,probably chili-alicious,2,vowel
sr27,A1JU4RR14AF0GH,survey1,q_49_2,Please say both words aloud. Which one would you say?,97,comp_52_3,definitely cologne-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_221_2,Please say both words aloud. Which one would you say?,24,comp_224_3,definitely cayenne-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_241_2,Please say both words aloud. Which one would you say?,78,comp_244_3,definitely cologne-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_333_2,Please say both words aloud. Which one would you say?,31,comp_336_3,definitely eleven-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_281_2,Please say both words aloud. Which one would you say?,87,comp_281_3,definitely hero-thon,0,vowel
sr27,A1JU4RR14AF0GH,survey1,q_45_2,Please say both words aloud. Which one would you say?,63,comp_48_3,definitely japan-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_85_2,Please say both words aloud. Which one would you say?,56,comp_85_3,definitely mayo-licious,3,vowel
sr27,A1JU4RR14AF0GH,survey1,q_117_2,Please say both words aloud. Which one would you say?,50,comp_120_3,definitely meditation-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_349_2,Please say both words aloud. Which one would you say?,30,comp_352_3,definitely universe-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_141_2,Please say both words aloud. Which one would you say?,19,comp_144_3,definitely eleven-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_365_2,Please say both words aloud. Which one would you say?,40,comp_368_3,definitely antidote-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_149_2,Please say both words aloud. Which one would you say?,62,comp_152_3,definitely asylum-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_-1_-1,None.,-1,comp_-1_-1,None.,-1,
sr27,A1JU4RR14AF0GH,survey1,q_337_2,Please say both words aloud. Which one would you say?,57,comp_340_3,definitely opinion-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_373_2,Please say both words aloud. Which one would you say?,7,comp_373_3,definitely banana-thon,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_245_2,Please say both words aloud. Which one would you say?,2,comp_247_3,probably marine-athon,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_181_2,Please say both words aloud. Which one would you say?,53,comp_181_3,definitely banana-licious,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_361_2,Please say both words aloud. Which one would you say?,37,comp_364_3,definitely nicotine-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_185_2,Please say both words aloud. Which one would you say?,67,comp_185_3,definitely korea-licious,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_33_2,Please say both words aloud. Which one would you say?,83,comp_36_3,definitely estate-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_345_2,Please say both words aloud. Which one would you say?,77,comp_348_3,definitely silverware-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_265_2,Please say both words aloud. Which one would you say?,45,comp_268_3,definitely patrick-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_205_2,Please say both words aloud. Which one would you say?,68,comp_208_3,definitely stampede-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_377_2,Please say both words aloud. Which one would you say?,72,comp_377_3,definitely korea-thon,3,schwa
sr27,A1JU4RR14AF0GH,survey1,q_317_2,Please say both words aloud. Which one would you say?,25,comp_319_3,probably coliseum-athon,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_57_2,Please say both words aloud. Which one would you say?,54,comp_60_3,definitely decade-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_89_2,Please say both words aloud. Which one would you say?,74,comp_89_3,definitely hero-licious,0,vowel
sr27,A1JU4RR14AF0GH,survey1,q_189_2,Please say both words aloud. Which one would you say?,22,comp_189_3,definitely placebo-licious,3,vowel
sr27,A1JU4RR14AF0GH,survey1,q_313_2,Please say both words aloud. Which one would you say?,10,comp_314_3,probably penicillin-thon,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_37_2,Please say both words aloud. Which one would you say?,95,comp_40_3,definitely grenade-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_209_2,Please say both words aloud. Which one would you say?,20,comp_212_3,definitely berlin-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_249_2,Please say both words aloud. Which one would you say?,16,comp_252_3,definitely decade-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_193_2,Please say both words aloud. Which one would you say?,39,comp_194_3,probably spaghetti-licious,1,vowel
sr27,A1JU4RR14AF0GH,survey1,q_17_2,Please say both words aloud. Which one would you say?,9,comp_19_3,probably berlin-alicious,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_97_2,Please say both words aloud. Which one would you say?,8,comp_97_3,definitely cuba-licious,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_101_2,Please say both words aloud. Which one would you say?,80,comp_101_3,definitely drama-licious,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_237_2,Please say both words aloud. Which one would you say?,35,comp_240_3,definitely japan-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_69_2,Please say both words aloud. Which one would you say?,52,comp_72_3,definitely office-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_325_2,Please say both words aloud. Which one would you say?,86,comp_328_3,definitely detective-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_93_2,Please say both words aloud. Which one would you say?,48,comp_93_3,definitely china-licious,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_121_2,Please say both words aloud. Which one would you say?,21,comp_123_3,probably penicillin-alicious,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_329_2,Please say both words aloud. Which one would you say?,92,comp_332_3,definitely commandment-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_261_2,Please say both words aloud. Which one would you say?,15,comp_263_3,probably office-athon,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_341_2,Please say both words aloud. Which one would you say?,79,comp_344_3,definitely asylum-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_269_2,Please say both words aloud. Which one would you say?,26,comp_272_3,definitely omelet-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_273_2,Please say both words aloud. Which one would you say?,18,comp_274_3,probably chili-thon,1,vowel
sr27,A1JU4RR14AF0GH,survey1,q_213_2,Please say both words aloud. Which one would you say?,91,comp_216_3,definitely typhoon-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_233_2,Please say both words aloud. Which one would you say?,64,comp_236_3,definitely balloon-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_277_2,Please say both words aloud. Which one would you say?,84,comp_277_3,definitely mayo-thon,3,vowel
sr27,A1JU4RR14AF0GH,survey1,q_105_2,Please say both words aloud. Which one would you say?,5,comp_106_3,probably anesthetic-licious,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_41_2,Please say both words aloud. Which one would you say?,61,comp_44_3,definitely balloon-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_145_2,Please say both words aloud. Which one would you say?,11,comp_146_3,probably opinion-licious,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_109_2,Please say both words aloud. Which one would you say?,13,comp_112_3,definitely affidavit-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_165_2,Please say both words aloud. Which one would you say?,41,comp_168_3,definitely valentine-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_229_2,Please say both words aloud. Which one would you say?,47,comp_232_3,definitely grenade-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_257_2,Please say both words aloud. Which one would you say?,12,comp_257_3,definitely magic-thon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_129_2,Please say both words aloud. Which one would you say?,88,comp_132_3,definitely ceramic-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_217_2,Please say both words aloud. Which one would you say?,32,comp_220_3,definitely champagne-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_7_2,Are you a native speaker of English?,1,comp_7_3,Yes,0,
sr27,A1JU4RR14AF0GH,survey1,q_309_2,Please say both words aloud. Which one would you say?,90,comp_311_3,probably meditation-athon,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_29_2,Please say both words aloud. Which one would you say?,42,comp_32_3,definitely cayenne-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_297_2,Please say both words aloud. Which one would you say?,46,comp_298_3,probably anesthetic-thon,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_177_2,Please say both words aloud. Which one would you say?,36,comp_177_3,definitely antenna-licious,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_225_2,Please say both words aloud. Which one would you say?,70,comp_228_3,definitely estate-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_9_2,Please say both words aloud. Which one would you say?,66,comp_12_3,definitely corvette-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_21_2,Please say both words aloud. Which one would you say?,44,comp_24_3,definitely typhoon-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_61_2,Please say both words aloud. Which one would you say?,81,comp_64_3,definitely secret-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_169_2,Please say both words aloud. Which one would you say?,51,comp_172_3,definitely nicotine-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_301_2,Please say both words aloud. Which one would you say?,65,comp_304_3,definitely affidavit-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_25_2,Please say both words aloud. Which one would you say?,4,comp_28_3,definitely champagne-alicious,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_293_2,Please say both words aloud. Which one would you say?,55,comp_293_3,definitely drama-thon,0,schwa
sr27,A1JU4RR14AF0GH,survey1,q_161_2,Please say both words aloud. Which one would you say?,6,comp_163_3,probably hurricane-alicious,1,consonant
sr27,A1JU4RR14AF0GH,survey1,q_65_2,Please say both words aloud. Which one would you say?,76,comp_68_3,definitely magic-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_321_2,Please say both words aloud. Which one would you say?,17,comp_324_3,definitely ceramic-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_305_2,Please say both words aloud. Which one would you say?,29,comp_307_3,probably orthodonist-athon,2,consonant
sr27,A1JU4RR14AF0GH,survey1,q_173_2,Please say both words aloud. Which one would you say?,89,comp_176_3,definitely antidote-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_253_2,Please say both words aloud. Which one would you say?,58,comp_256_3,definitely secret-athon,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_2_2,What is your age?,0,comp_3_3,26-35,1,
sr27,A1JU4RR14AF0GH,survey1,q_357_2,Please say both words aloud. Which one would you say?,27,comp_360_3,definitely valentine-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_353_2,Please say both words aloud. Which one would you say?,28,comp_356_3,definitely hurricane-athon,0,consonant
sr27,A1JU4RR14AF0GH,survey1,q_125_2,Please say both words aloud. Which one would you say?,43,comp_128_3,definitely coliseum-alicious,3,consonant
sr27,A1JU4RR14AF0GH,survey1,q_385_2,Please say both words aloud. Which one would you say?,33,comp_385_3,definitely spaghetti-thon,0,vowel
sr27,A1JU4RR14AF0GH,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr28,A1NF6PELRKACS9,survey1,q_381_2,Please say both words aloud. Which one would you say?,2,comp_381_3,definitely placebo-thon,0,vowel
sr28,A1NF6PELRKACS9,survey1,q_113_2,Please say both words aloud. Which one would you say?,73,comp_116_3,definitely orthodonist-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_369_2,Please say both words aloud. Which one would you say?,37,comp_372_3,definitely antenna-athon,3,schwa
sr28,A1NF6PELRKACS9,survey1,q_389_2,Please say both words aloud. Which one would you say?,10,comp_392_3,definitely miami-athon,0,vowel
sr28,A1NF6PELRKACS9,survey1,q_73_2,Please say both words aloud. Which one would you say?,79,comp_76_3,definitely patrick-alicious,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_185_2,Please say both words aloud. Which one would you say?,47,comp_185_3,definitely korea-licious,3,schwa
sr28,A1NF6PELRKACS9,survey1,q_33_2,Please say both words aloud. Which one would you say?,32,comp_36_3,definitely estate-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_209_2,Please say both words aloud. Which one would you say?,19,comp_212_3,definitely berlin-athon,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_249_2,Please say both words aloud. Which one would you say?,59,comp_252_3,definitely decade-athon,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_193_2,Please say both words aloud. Which one would you say?,43,comp_196_3,definitely spaghetti-alicious,3,vowel
sr28,A1NF6PELRKACS9,survey1,q_97_2,Please say both words aloud. Which one would you say?,95,comp_97_3,definitely cuba-licious,3,schwa
sr28,A1NF6PELRKACS9,survey1,q_93_2,Please say both words aloud. Which one would you say?,93,comp_96_3,definitely china-alicious,0,schwa
sr28,A1NF6PELRKACS9,survey1,q_329_2,Please say both words aloud. Which one would you say?,84,comp_332_3,definitely commandment-athon,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_341_2,Please say both words aloud. Which one would you say?,11,comp_344_3,definitely asylum-athon,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_273_2,Please say both words aloud. Which one would you say?,57,comp_276_3,definitely chili-athon,0,vowel
sr28,A1NF6PELRKACS9,survey1,q_277_2,Please say both words aloud. Which one would you say?,66,comp_277_3,definitely mayo-thon,0,vowel
sr28,A1NF6PELRKACS9,survey1,q_105_2,Please say both words aloud. Which one would you say?,8,comp_108_3,definitely anesthetic-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_145_2,Please say both words aloud. Which one would you say?,97,comp_148_3,definitely opinion-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_165_2,Please say both words aloud. Which one would you say?,36,comp_168_3,definitely valentine-alicious,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_257_2,Please say both words aloud. Which one would you say?,70,comp_260_3,definitely magic-athon,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_217_2,Please say both words aloud. Which one would you say?,42,comp_220_3,definitely champagne-athon,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_169_2,Please say both words aloud. Which one would you say?,92,comp_172_3,definitely nicotine-alicious,3,consonant
sr28,A1NF6PELRKACS9,survey1,q_25_2,Please say both words aloud. Which one would you say?,29,comp_28_3,definitely champagne-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_161_2,Please say both words aloud. Which one would you say?,41,comp_164_3,definitely hurricane-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_65_2,Please say both words aloud. Which one would you say?,40,comp_68_3,definitely magic-alicious,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_353_2,Please say both words aloud. Which one would you say?,30,comp_356_3,definitely hurricane-athon,0,consonant
sr28,A1NF6PELRKACS9,survey1,q_77_2,Please say both words aloud. Which one would you say?,69,comp_80_3,definitely omelet-alicious,3,consonant
