responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,CORRELATION
sr9049,A1EF9H36ND8H2Q,survey1,q_41_2,Please say both words aloud. Which one would you say?,80,comp_42_3,probably balloon-licious,1,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_321_2,Please say both words aloud. Which one would you say?,81,comp_324_3,definitely ceramic-athon,0,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_313_2,Please say both words aloud. Which one would you say?,82,comp_313_3,definitely penicillin-thon,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_29_2,Please say both words aloud. Which one would you say?,83,comp_31_3,probably cayenne-alicious,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_337_2,Please say both words aloud. Which one would you say?,84,comp_337_3,definitely opinion-thon,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_317_2,Please say both words aloud. Which one would you say?,85,comp_318_3,probably coliseum-thon,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_221_2,Please say both words aloud. Which one would you say?,86,comp_224_3,definitely cayenne-athon,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_161_2,Please say both words aloud. Which one would you say?,87,comp_164_3,definitely hurricane-alicious,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_77_2,Please say both words aloud. Which one would you say?,88,comp_78_3,probably omelet-licious,1,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_333_2,Please say both words aloud. Which one would you say?,89,comp_334_3,probably eleven-thon,1,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_61_2,Please say both words aloud. Which one would you say?,90,comp_62_3,probably secret-licious,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_385_2,Please say both words aloud. Which one would you say?,91,comp_387_3,probably spaghetti-athon,2,vowel
sr9049,A1EF9H36ND8H2Q,survey1,q_49_2,Please say both words aloud. Which one would you say?,92,comp_49_3,definitely cologne-licious,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_141_2,Please say both words aloud. Which one would you say?,93,comp_144_3,definitely eleven-alicious,3,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_137_2,Please say both words aloud. Which one would you say?,94,comp_139_3,probably commandment-alicious,1,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_353_2,Please say both words aloud. Which one would you say?,95,comp_354_3,probably hurricane-thon,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_25_2,Please say both words aloud. Which one would you say?,96,comp_26_3,probably champagne-licious,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_21_2,Please say both words aloud. Which one would you say?,97,comp_23_3,probably typhoon-alicious,2,consonant
sr9049,A1EF9H36ND8H2Q,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr9051,A2YB3P60WGGNZF,survey1,q_301_2,Please say both words aloud. Which one would you say?,50,comp_304_3,definitely affidavit-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_2_2,What is your age?,0,comp_2_3,18-25,0,
sr9051,A2YB3P60WGGNZF,survey1,q_7_2,Are you a native speaker of English?,1,comp_7_3,Yes,1,
sr9051,A2YB3P60WGGNZF,survey1,q_117_2,Please say both words aloud. Which one would you say?,2,comp_120_3,definitely meditation-alicious,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_245_2,Please say both words aloud. Which one would you say?,3,comp_247_3,probably marine-athon,2,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_221_2,Please say both words aloud. Which one would you say?,4,comp_223_3,probably cayenne-athon,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_385_2,Please say both words aloud. Which one would you say?,5,comp_386_3,probably spaghetti-thon,2,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_381_2,Please say both words aloud. Which one would you say?,6,comp_381_3,definitely placebo-thon,0,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_205_2,Please say both words aloud. Which one would you say?,7,comp_208_3,definitely stampede-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_29_2,Please say both words aloud. Which one would you say?,8,comp_31_3,probably cayenne-alicious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_109_2,Please say both words aloud. Which one would you say?,9,comp_112_3,definitely affidavit-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_277_2,Please say both words aloud. Which one would you say?,10,comp_278_3,probably mayo-thon,1,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_45_2,Please say both words aloud. Which one would you say?,11,comp_48_3,definitely japan-alicious,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_349_2,Please say both words aloud. Which one would you say?,12,comp_352_3,definitely universe-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_57_2,Please say both words aloud. Which one would you say?,13,comp_59_3,probably decade-alicious,2,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_193_2,Please say both words aloud. Which one would you say?,14,comp_194_3,probably spaghetti-licious,1,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_333_2,Please say both words aloud. Which one would you say?,15,comp_336_3,definitely eleven-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_69_2,Please say both words aloud. Which one would you say?,16,comp_72_3,definitely office-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_233_2,Please say both words aloud. Which one would you say?,17,comp_236_3,definitely balloon-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_357_2,Please say both words aloud. Which one would you say?,18,comp_360_3,definitely valentine-athon,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_169_2,Please say both words aloud. Which one would you say?,19,comp_170_3,probably nicotine-licious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_341_2,Please say both words aloud. Which one would you say?,20,comp_342_3,probably asylum-thon,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_21_2,Please say both words aloud. Which one would you say?,21,comp_23_3,probably typhoon-alicious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_345_2,Please say both words aloud. Which one would you say?,22,comp_348_3,definitely silverware-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_17_2,Please say both words aloud. Which one would you say?,23,comp_20_3,definitely berlin-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_325_2,Please say both words aloud. Which one would you say?,24,comp_327_3,probably detective-athon,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_73_2,Please say both words aloud. Which one would you say?,25,comp_76_3,definitely patrick-alicious,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_353_2,Please say both words aloud. Which one would you say?,26,comp_356_3,definitely hurricane-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_269_2,Please say both words aloud. Which one would you say?,27,comp_272_3,definitely omelet-athon,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_129_2,Please say both words aloud. Which one would you say?,28,comp_132_3,definitely ceramic-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_329_2,Please say both words aloud. Which one would you say?,29,comp_332_3,definitely commandment-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_77_2,Please say both words aloud. Which one would you say?,30,comp_78_3,probably omelet-licious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_177_2,Please say both words aloud. Which one would you say?,31,comp_177_3,definitely antenna-licious,3,schwa
sr9051,A2YB3P60WGGNZF,survey1,q_25_2,Please say both words aloud. Which one would you say?,32,comp_26_3,probably champagne-licious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_13_2,Please say both words aloud. Which one would you say?,33,comp_15_3,probably stampede-alicious,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_273_2,Please say both words aloud. Which one would you say?,34,comp_273_3,definitely chili-thon,0,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_337_2,Please say both words aloud. Which one would you say?,35,comp_340_3,definitely opinion-athon,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_145_2,Please say both words aloud. Which one would you say?,36,comp_148_3,definitely opinion-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_253_2,Please say both words aloud. Which one would you say?,37,comp_256_3,definitely secret-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_153_2,Please say both words aloud. Which one would you say?,38,comp_155_3,probably silverware-alicious,2,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_93_2,Please say both words aloud. Which one would you say?,39,comp_96_3,definitely china-alicious,0,schwa
sr9051,A2YB3P60WGGNZF,survey1,q_369_2,Please say both words aloud. Which one would you say?,40,comp_369_3,definitely antenna-thon,0,schwa
sr9051,A2YB3P60WGGNZF,survey1,q_201_2,Please say both words aloud. Which one would you say?,41,comp_204_3,definitely corvette-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_365_2,Please say both words aloud. Which one would you say?,42,comp_367_3,probably antidote-athon,1,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_125_2,Please say both words aloud. Which one would you say?,43,comp_128_3,definitely coliseum-alicious,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_105_2,Please say both words aloud. Which one would you say?,44,comp_108_3,definitely anesthetic-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_173_2,Please say both words aloud. Which one would you say?,45,comp_176_3,definitely antidote-alicious,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_257_2,Please say both words aloud. Which one would you say?,46,comp_260_3,definitely magic-athon,3,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_97_2,Please say both words aloud. Which one would you say?,47,comp_97_3,definitely cuba-licious,3,schwa
sr9051,A2YB3P60WGGNZF,survey1,q_317_2,Please say both words aloud. Which one would you say?,48,comp_320_3,definitely coliseum-athon,0,consonant
sr9051,A2YB3P60WGGNZF,survey1,q_189_2,Please say both words aloud. Which one would you say?,49,comp_189_3,definitely placebo-licious,0,vowel
sr9051,A2YB3P60WGGNZF,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr9052,A2WXGQV5YPZBXS,survey1,q_-1_-1,None!,-1,comp_-1_-1,None!,-1,
sr9052,A2WXGQV5YPZBXS,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr9052,A2WXGQV5YPZBXS,survey1,q_2_2,What is your age?,1,comp_2_3,18-25,0,
sr9052,A2WXGQV5YPZBXS,survey1,q_237_2,Please say both words aloud. Which one would you say?,2,comp_240_3,definitely japan-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_305_2,Please say both words aloud. Which one would you say?,3,comp_306_3,probably orthodonist-thon,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_185_2,Please say both words aloud. Which one would you say?,4,comp_185_3,definitely korea-licious,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_365_2,Please say both words aloud. Which one would you say?,5,comp_367_3,probably antidote-athon,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_97_2,Please say both words aloud. Which one would you say?,6,comp_97_3,definitely cuba-licious,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_165_2,Please say both words aloud. Which one would you say?,7,comp_165_3,definitely valentine-licious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_213_2,Please say both words aloud. Which one would you say?,8,comp_216_3,definitely typhoon-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_29_2,Please say both words aloud. Which one would you say?,9,comp_32_3,definitely cayenne-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_69_2,Please say both words aloud. Which one would you say?,10,comp_71_3,probably office-alicious,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_373_2,Please say both words aloud. Which one would you say?,11,comp_373_3,definitely banana-thon,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_37_2,Please say both words aloud. Which one would you say?,12,comp_40_3,definitely grenade-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_229_2,Please say both words aloud. Which one would you say?,13,comp_232_3,definitely grenade-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_41_2,Please say both words aloud. Which one would you say?,14,comp_44_3,definitely balloon-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_141_2,Please say both words aloud. Which one would you say?,15,comp_144_3,definitely eleven-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_301_2,Please say both words aloud. Which one would you say?,16,comp_304_3,definitely affidavit-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_193_2,Please say both words aloud. Which one would you say?,17,comp_195_3,probably spaghetti-alicious,1,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_241_2,Please say both words aloud. Which one would you say?,18,comp_244_3,definitely cologne-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_61_2,Please say both words aloud. Which one would you say?,19,comp_63_3,probably secret-alicious,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_297_2,Please say both words aloud. Which one would you say?,20,comp_300_3,definitely anesthetic-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_349_2,Please say both words aloud. Which one would you say?,21,comp_351_3,probably universe-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_77_2,Please say both words aloud. Which one would you say?,22,comp_80_3,definitely omelet-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_17_2,Please say both words aloud. Which one would you say?,23,comp_20_3,definitely berlin-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_65_2,Please say both words aloud. Which one would you say?,24,comp_67_3,probably magic-alicious,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_149_2,Please say both words aloud. Which one would you say?,25,comp_152_3,definitely asylum-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_173_2,Please say both words aloud. Which one would you say?,26,comp_176_3,definitely antidote-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_105_2,Please say both words aloud. Which one would you say?,27,comp_108_3,definitely anesthetic-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_381_2,Please say both words aloud. Which one would you say?,28,comp_383_3,probably placebo-athon,2,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_129_2,Please say both words aloud. Which one would you say?,29,comp_131_3,probably ceramic-alicious,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_357_2,Please say both words aloud. Which one would you say?,30,comp_359_3,probably valentine-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_309_2,Please say both words aloud. Which one would you say?,31,comp_312_3,definitely meditation-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_337_2,Please say both words aloud. Which one would you say?,32,comp_340_3,definitely opinion-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_21_2,Please say both words aloud. Which one would you say?,33,comp_23_3,probably typhoon-alicious,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_261_2,Please say both words aloud. Which one would you say?,34,comp_264_3,definitely office-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_361_2,Please say both words aloud. Which one would you say?,35,comp_363_3,probably nicotine-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_45_2,Please say both words aloud. Which one would you say?,36,comp_48_3,definitely japan-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_353_2,Please say both words aloud. Which one would you say?,37,comp_355_3,probably hurricane-athon,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_205_2,Please say both words aloud. Which one would you say?,38,comp_207_3,probably stampede-athon,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_269_2,Please say both words aloud. Which one would you say?,39,comp_272_3,definitely omelet-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_33_2,Please say both words aloud. Which one would you say?,40,comp_35_3,probably estate-alicious,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_377_2,Please say both words aloud. Which one would you say?,41,comp_377_3,definitely korea-thon,0,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_125_2,Please say both words aloud. Which one would you say?,42,comp_128_3,definitely coliseum-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_25_2,Please say both words aloud. Which one would you say?,43,comp_28_3,definitely champagne-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_253_2,Please say both words aloud. Which one would you say?,44,comp_256_3,definitely secret-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_133_2,Please say both words aloud. Which one would you say?,45,comp_136_3,definitely detective-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_369_2,Please say both words aloud. Which one would you say?,46,comp_369_3,definitely antenna-thon,0,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_169_2,Please say both words aloud. Which one would you say?,47,comp_172_3,definitely nicotine-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_345_2,Please say both words aloud. Which one would you say?,48,comp_348_3,definitely silverware-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_273_2,Please say both words aloud. Which one would you say?,49,comp_276_3,definitely chili-athon,0,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_233_2,Please say both words aloud. Which one would you say?,50,comp_235_3,probably balloon-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_181_2,Please say both words aloud. Which one would you say?,51,comp_181_3,definitely banana-licious,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_81_2,Please say both words aloud. Which one would you say?,52,comp_84_3,definitely chili-alicious,3,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_189_2,Please say both words aloud. Which one would you say?,53,comp_189_3,definitely placebo-licious,3,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_289_2,Please say both words aloud. Which one would you say?,54,comp_289_3,definitely cuba-thon,0,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_177_2,Please say both words aloud. Which one would you say?,55,comp_177_3,definitely antenna-licious,0,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_341_2,Please say both words aloud. Which one would you say?,56,comp_344_3,definitely asylum-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_313_2,Please say both words aloud. Which one would you say?,57,comp_316_3,definitely penicillin-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_257_2,Please say both words aloud. Which one would you say?,58,comp_260_3,definitely magic-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_93_2,Please say both words aloud. Which one would you say?,59,comp_93_3,definitely china-licious,0,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_221_2,Please say both words aloud. Which one would you say?,60,comp_224_3,definitely cayenne-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_225_2,Please say both words aloud. Which one would you say?,61,comp_228_3,definitely estate-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_249_2,Please say both words aloud. Which one would you say?,62,comp_252_3,definitely decade-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_53_2,Please say both words aloud. Which one would you say?,63,comp_56_3,definitely marine-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_13_2,Please say both words aloud. Which one would you say?,64,comp_16_3,definitely stampede-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_321_2,Please say both words aloud. Which one would you say?,65,comp_324_3,definitely ceramic-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_197_2,Please say both words aloud. Which one would you say?,66,comp_197_3,definitely miami-licious,3,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_285_2,Please say both words aloud. Which one would you say?,67,comp_285_3,definitely china-thon,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_49_2,Please say both words aloud. Which one would you say?,68,comp_52_3,definitely cologne-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_153_2,Please say both words aloud. Which one would you say?,69,comp_156_3,definitely silverware-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_85_2,Please say both words aloud. Which one would you say?,70,comp_85_3,definitely mayo-licious,0,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_9_2,Please say both words aloud. Which one would you say?,71,comp_12_3,definitely corvette-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_73_2,Please say both words aloud. Which one would you say?,72,comp_75_3,probably patrick-alicious,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_161_2,Please say both words aloud. Which one would you say?,73,comp_164_3,definitely hurricane-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_265_2,Please say both words aloud. Which one would you say?,74,comp_268_3,definitely patrick-athon,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_317_2,Please say both words aloud. Which one would you say?,75,comp_320_3,definitely coliseum-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_245_2,Please say both words aloud. Which one would you say?,76,comp_248_3,definitely marine-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_137_2,Please say both words aloud. Which one would you say?,77,comp_140_3,definitely commandment-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_109_2,Please say both words aloud. Which one would you say?,78,comp_112_3,definitely affidavit-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_209_2,Please say both words aloud. Which one would you say?,79,comp_212_3,definitely berlin-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_157_2,Please say both words aloud. Which one would you say?,80,comp_160_3,definitely universe-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_113_2,Please say both words aloud. Which one would you say?,81,comp_116_3,definitely orthodonist-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_217_2,Please say both words aloud. Which one would you say?,82,comp_220_3,definitely champagne-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_325_2,Please say both words aloud. Which one would you say?,83,comp_328_3,definitely detective-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_333_2,Please say both words aloud. Which one would you say?,84,comp_335_3,probably eleven-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_201_2,Please say both words aloud. Which one would you say?,85,comp_203_3,probably corvette-athon,2,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_385_2,Please say both words aloud. Which one would you say?,86,comp_388_3,definitely spaghetti-athon,3,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_329_2,Please say both words aloud. Which one would you say?,87,comp_332_3,definitely commandment-athon,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_145_2,Please say both words aloud. Which one would you say?,88,comp_148_3,definitely opinion-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_293_2,Please say both words aloud. Which one would you say?,89,comp_294_3,probably drama-thon,2,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_389_2,Please say both words aloud. Which one would you say?,90,comp_390_3,probably miami-thon,1,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_121_2,Please say both words aloud. Which one would you say?,91,comp_124_3,definitely penicillin-alicious,3,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_101_2,Please say both words aloud. Which one would you say?,92,comp_101_3,definitely drama-licious,3,schwa
sr9052,A2WXGQV5YPZBXS,survey1,q_277_2,Please say both words aloud. Which one would you say?,93,comp_278_3,probably mayo-thon,2,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_117_2,Please say both words aloud. Which one would you say?,94,comp_120_3,definitely meditation-alicious,0,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_89_2,Please say both words aloud. Which one would you say?,95,comp_90_3,probably hero-licious,1,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_281_2,Please say both words aloud. Which one would you say?,96,comp_284_3,definitely hero-athon,0,vowel
sr9052,A2WXGQV5YPZBXS,survey1,q_57_2,Please say both words aloud. Which one would you say?,97,comp_59_3,probably decade-alicious,1,consonant
sr9052,A2WXGQV5YPZBXS,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr9053,A314DWZAF1I60O,survey1,q_-1_-1,too long,-1,comp_-1_-1,too long,-1,
sr9053,A314DWZAF1I60O,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr9053,A314DWZAF1I60O,survey1,q_2_2,What is your age?,1,comp_2_3,18-25,0,
sr9053,A314DWZAF1I60O,survey1,q_121_2,Please say both words aloud. Which one would you say?,2,comp_122_3,probably penicillin-licious,1,consonant
sr9053,A314DWZAF1I60O,survey1,q_389_2,Please say both words aloud. Which one would you say?,3,comp_392_3,definitely miami-athon,3,vowel
sr9053,A314DWZAF1I60O,survey1,q_149_2,Please say both words aloud. Which one would you say?,4,comp_151_3,probably asylum-alicious,2,consonant
sr9053,A314DWZAF1I60O,survey1,q_373_2,Please say both words aloud. Which one would you say?,5,comp_376_3,definitely banana-athon,3,schwa
sr9053,A314DWZAF1I60O,survey1,q_29_2,Please say both words aloud. Which one would you say?,6,comp_31_3,probably cayenne-alicious,2,consonant
sr9053,A314DWZAF1I60O,survey1,q_113_2,Please say both words aloud. Which one would you say?,7,comp_113_3,definitely orthodonist-licious,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_117_2,Please say both words aloud. Which one would you say?,8,comp_119_3,probably meditation-alicious,2,consonant
sr9053,A314DWZAF1I60O,survey1,q_97_2,Please say both words aloud. Which one would you say?,9,comp_97_3,definitely cuba-licious,3,schwa
sr9053,A314DWZAF1I60O,survey1,q_33_2,Please say both words aloud. Which one would you say?,10,comp_34_3,probably estate-licious,2,consonant
sr9053,A314DWZAF1I60O,survey1,q_257_2,Please say both words aloud. Which one would you say?,11,comp_258_3,probably magic-thon,1,consonant
sr9053,A314DWZAF1I60O,survey1,q_181_2,Please say both words aloud. Which one would you say?,12,comp_183_3,probably banana-alicious,2,schwa
sr9053,A314DWZAF1I60O,survey1,q_129_2,Please say both words aloud. Which one would you say?,13,comp_132_3,definitely ceramic-alicious,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_273_2,Please say both words aloud. Which one would you say?,14,comp_275_3,probably chili-athon,1,vowel
sr9053,A314DWZAF1I60O,survey1,q_21_2,Please say both words aloud. Which one would you say?,15,comp_21_3,definitely typhoon-licious,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_293_2,Please say both words aloud. Which one would you say?,16,comp_295_3,probably drama-athon,2,schwa
sr9053,A314DWZAF1I60O,survey1,q_289_2,Please say both words aloud. Which one would you say?,17,comp_292_3,definitely cuba-athon,3,schwa
sr9053,A314DWZAF1I60O,survey1,q_385_2,Please say both words aloud. Which one would you say?,18,comp_386_3,probably spaghetti-thon,2,vowel
sr9053,A314DWZAF1I60O,survey1,q_9_2,Please say both words aloud. Which one would you say?,19,comp_9_3,definitely corvette-licious,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_57_2,Please say both words aloud. Which one would you say?,20,comp_60_3,definitely decade-alicious,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_89_2,Please say both words aloud. Which one would you say?,21,comp_91_3,probably hero-alicious,2,vowel
sr9053,A314DWZAF1I60O,survey1,q_189_2,Please say both words aloud. Which one would you say?,22,comp_191_3,probably placebo-alicious,2,vowel
sr9053,A314DWZAF1I60O,survey1,q_85_2,Please say both words aloud. Which one would you say?,23,comp_88_3,definitely mayo-alicious,3,vowel
sr9053,A314DWZAF1I60O,survey1,q_261_2,Please say both words aloud. Which one would you say?,24,comp_264_3,definitely office-athon,3,consonant
sr9053,A314DWZAF1I60O,survey1,q_349_2,Please say both words aloud. Which one would you say?,25,comp_349_3,definitely universe-thon,0,consonant
